property,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long,Date,year,month,day
7853340660,20140806,3.82E+05,2,2.5,1650,2710,2,0,2,3,8,1650,0,2008,0,98065,1760,2992,47.5173,-121.878,2014/8/6,2014,8,6
910000104,20140806,2.46E+05,2,1,790,7500,1,0,0,3,6,790,0,1950,0,98011,1970,8970,47.7644,-122.198,2014/8/6,2014,8,6
7961500010,20140806,2.45E+05,3,2.25,2210,10794,1,0,0,3,7,1540,670,1967,0,98178,2230,10753,47.4911,-122.224,2014/8/6,2014,8,6
2824069180,20140806,3.85E+05,4,1.75,1800,10890,1.5,0,0,4,6,1800,0,1912,0,98027,1530,9818,47.5312,-122.04,2014/8/6,2014,8,6
5135000170,20140806,6.55E+05,4,1.75,2540,7620,1,0,3,3,8,1320,1220,1948,0,98116,2540,8613,47.5709,-122.406,2014/8/6,2014,8,6
9542830430,20140806,3.00E+05,3,2.5,1880,4200,2,0,0,3,7,1880,0,2007,0,98038,2090,4200,47.366,-122.017,2014/8/6,2014,8,6
3575302759,20140806,3.65E+05,2,1.75,1270,7500,1,0,0,4,7,1270,0,1982,0,98074,1280,7500,47.6186,-122.063,2014/8/6,2014,8,6
3856900590,20140806,6.40E+05,4,1.75,2100,3000,1.5,0,0,4,7,1500,600,1911,0,98103,1690,4000,47.6721,-122.329,2014/8/6,2014,8,6
1328300820,20140806,3.29E+05,3,1.75,1980,7000,1,0,0,4,8,1360,620,1977,0,98058,1880,7200,47.4442,-122.129,2014/8/6,2014,8,6
130000175,20140806,6.55E+05,4,2.75,3160,8197,1,0,0,3,8,1580,1580,1962,0,98115,2050,8197,47.7004,-122.287,2014/8/6,2014,8,6
2781240040,20140806,3.42E+05,3,2,1640,4802,1,0,0,3,8,1640,0,2010,0,98038,1940,4802,47.3538,-122.021,2014/8/6,2014,8,6
7410200431,20140806,4.30E+05,3,3.25,1550,1444,3,0,0,3,8,1550,0,2006,0,98115,1550,1444,47.6767,-122.291,2014/8/6,2014,8,6
6852700097,20140806,6.30E+05,3,3.25,1610,1275,2,0,0,3,8,1220,390,2005,0,98102,1750,3000,47.6236,-122.318,2014/8/6,2014,8,6
6306800080,20140806,3.79E+05,4,2.5,1867,15314,2,0,0,3,9,1867,0,2013,0,98030,2616,8048,47.3524,-122.198,2014/8/6,2014,8,6
8731900200,20140807,3.20E+05,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,1980,7875,47.3135,-122.369,2014/8/7,2014,8,7
8121500060,20140807,7.15E+05,4,2.25,2460,40635,1,0,0,5,8,2460,0,1968,0,98053,2250,40635,47.6627,-122.032,2014/8/7,2014,8,7
1574100025,20140807,5.25E+05,4,1.5,1170,6240,1,0,0,4,6,1170,0,1960,0,98040,2380,8846,47.5495,-122.232,2014/8/7,2014,8,7
5071400485,20140807,6.37E+05,3,2,1980,6000,1,0,0,4,7,1380,600,1958,0,98115,1260,6000,47.6921,-122.283,2014/8/7,2014,8,7
3332500265,20140807,3.11E+05,2,1,860,3300,1,0,0,5,6,860,0,1903,0,98118,1380,4400,47.5496,-122.279,2014/8/7,2014,8,7
3574801790,20140807,4.10E+05,3,1.75,1440,7112,1,0,0,3,7,1180,260,1979,0,98034,1570,9152,47.7304,-122.227,2014/8/7,2014,8,7
5422560900,20140807,4.50E+05,3,2.25,1960,6500,2,0,0,4,8,1960,0,1977,0,98052,1860,6160,47.6642,-122.129,2014/8/7,2014,8,7
4013800131,20140807,2.68E+05,2,1,1747,12250,2.5,0,0,4,6,1747,0,1948,0,98001,1620,10300,47.3282,-122.285,2014/8/7,2014,8,7
2395710020,20140807,3.69E+05,4,2.75,2420,6495,2,0,0,3,8,2420,0,2005,0,98038,2420,6200,47.3771,-122.029,2014/8/7,2014,8,7
7750500275,20140807,3.98E+05,4,1.75,2220,4760,1,0,0,3,7,1320,900,1918,0,98106,940,4760,47.5215,-122.348,2014/8/7,2014,8,7
4385700660,20140807,1.09E+06,3,1.5,2560,4000,1.5,0,0,5,8,1660,900,1927,0,98112,2560,4000,47.6384,-122.279,2014/8/7,2014,8,7
740500010,20140807,2.70E+05,4,1,1900,8505,1,0,0,3,7,1200,700,1956,0,98055,1440,8505,47.4406,-122.196,2014/8/7,2014,8,7
2770606890,20140807,4.50E+05,4,1.75,1520,5250,1,0,0,3,6,1520,0,1949,0,98199,1530,5250,47.6581,-122.39,2014/8/7,2014,8,7
4141680190,20140807,3.75E+05,3,2.5,2320,5760,1,0,0,3,7,1480,840,1987,0,98178,1660,5762,47.504,-122.248,2014/8/7,2014,8,7
1868901190,20140807,6.50E+05,4,2.25,2100,2500,3,0,0,3,8,2100,0,2001,0,98115,1660,4000,47.6726,-122.298,2014/8/7,2014,8,7
7503000050,20140807,3.90E+05,3,2.5,1690,10113,1,0,0,3,7,1310,380,1991,0,98028,1690,10113,47.7381,-122.223,2014/8/7,2014,8,7
1703401110,20140807,2.92E+05,2,1,880,5500,1,0,0,3,6,880,0,1904,0,98118,1080,5500,47.5573,-122.289,2014/8/7,2014,8,7
8655900100,20140807,2.31E+05,2,1,930,12724,1,0,0,4,6,930,0,1912,0,98014,1240,21828,47.6567,-121.909,2014/8/7,2014,8,7
2205500335,20140807,4.20E+05,4,1.75,1940,11500,1,0,0,4,7,1090,850,1955,0,98006,1700,8360,47.5774,-122.147,2014/8/7,2014,8,7
8682281070,20140807,7.53E+05,2,2.5,2280,6230,1,0,0,3,8,2280,0,2005,0,98053,1640,5931,47.7065,-122.013,2014/8/7,2014,8,7
5379800810,20140807,1.98E+05,2,1,790,14200,1,0,0,3,7,790,0,1951,0,98188,1430,10000,47.459,-122.285,2014/8/7,2014,8,7
3343901242,20140807,3.35E+05,3,1.5,1900,7584,1,0,0,5,7,1900,0,1962,0,98056,1410,7584,47.5091,-122.19,2014/8/7,2014,8,7
3629960550,20140807,4.50E+05,3,3.25,1770,1863,2,0,0,3,8,1430,340,2003,0,98029,1410,1375,47.5478,-122.005,2014/8/7,2014,8,7
9100000040,20140807,4.80E+05,3,1.75,1710,4080,1,0,0,4,7,1130,580,1979,0,98136,1200,4080,47.5563,-122.392,2014/8/7,2014,8,7
3192000085,20140807,1.80E+05,3,1,1010,10215,1,0,0,3,6,1010,0,1955,0,98146,1320,10245,47.4872,-122.345,2014/8/7,2014,8,7
9477000280,20140807,4.13E+05,4,2.25,1630,7969,1,0,0,3,7,1100,530,1977,0,98034,1580,7440,47.7336,-122.19,2014/8/7,2014,8,7
6300500275,20140807,3.50E+05,3,1,1390,4820,1,0,0,4,7,910,480,1926,0,98133,1320,4820,47.704,-122.343,2014/8/7,2014,8,7
2769600035,20140807,6.12E+05,4,2.5,2680,3626,1.5,0,3,4,7,1680,1000,1928,0,98107,1950,4500,47.6727,-122.361,2014/8/7,2014,8,7
5490700035,20140807,3.25E+05,4,1.5,1870,7220,2,0,0,3,7,1870,0,1956,0,98155,1550,7592,47.77,-122.319,2014/8/7,2014,8,7
8044050040,20140807,4.20E+05,4,2.5,2260,5164,2,0,0,3,8,2260,0,1996,0,98056,2260,5866,47.509,-122.166,2014/8/7,2014,8,7
3630200080,20140807,7.75E+05,4,3.5,3390,3960,2,0,0,3,10,3390,0,2008,0,98027,2990,3400,47.5406,-121.995,2014/8/7,2014,8,7
2225059214,20140808,1.58E+06,4,3.25,4670,51836,2,0,0,4,12,4670,0,1988,0,98005,4230,41075,47.635,-122.164,2014/8/8,2014,8,8
7937600830,20140808,3.90E+05,4,3,2570,262018,1,0,0,3,7,1420,1150,1988,0,98058,2260,19811,47.4417,-122.09,2014/8/8,2014,8,8
809002435,20140808,7.25E+05,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,1440,4000,47.6372,-122.352,2014/8/8,2014,8,8
8650000070,20140808,4.95E+05,5,2.75,2630,10165,1,0,0,4,8,1690,940,1976,0,98027,2440,10165,47.5196,-122.049,2014/8/8,2014,8,8
8732131200,20140808,2.58E+05,3,1.75,2270,9000,1,0,0,4,8,1330,940,1978,0,98023,2090,8400,47.3077,-122.381,2014/8/8,2014,8,8
3655400060,20140808,4.45E+05,3,2.5,2470,4565,2,0,0,3,7,2470,0,2005,0,98056,2470,5064,47.514,-122.189,2014/8/8,2014,8,8
2538410140,20140808,3.30E+05,5,2.5,2600,3839,2,0,0,3,7,2600,0,2005,0,98058,2180,4800,47.4324,-122.145,2014/8/8,2014,8,8
121059007,20140808,2.10E+05,4,1,1200,43560,1,0,0,3,5,1200,0,1968,0,98042,1400,54450,47.3375,-122.123,2014/8/8,2014,8,8
2201500185,20140808,3.98E+05,3,1,1030,10480,1,0,0,4,7,1030,0,1954,0,98006,1480,12200,47.5742,-122.139,2014/8/8,2014,8,8
2344300122,20140808,9.00E+05,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,2180,8931,47.5836,-122.2,2014/8/8,2014,8,8
9542000050,20140808,6.15E+05,4,1.75,2270,9830,1,0,0,4,8,2270,0,1959,0,98005,2540,11990,47.5999,-122.176,2014/8/8,2014,8,8
475001235,20140808,8.70E+05,5,4,3400,5000,2,0,0,3,8,2320,1080,1900,2013,98107,1910,5000,47.6655,-122.363,2014/8/8,2014,8,8
4141010110,20140808,1.70E+06,4,3.5,4330,15335,2,0,0,4,11,3230,1100,1988,0,98040,3840,14311,47.5315,-122.231,2014/8/8,2014,8,8
2341300115,20140808,2.35E+05,2,1,720,6321,1,0,0,3,6,720,0,1940,0,98118,920,5684,47.551,-122.289,2014/8/8,2014,8,8
1352300315,20140808,2.20E+05,2,1,1010,4120,2,0,0,3,6,1010,0,1907,1953,98055,1200,4120,47.488,-122.2,2014/8/8,2014,8,8
4058801065,20140808,2.72E+05,3,2,1200,5700,1,0,0,5,7,1200,0,1942,0,98178,1190,6384,47.5031,-122.242,2014/8/8,2014,8,8
4137070030,20140808,2.72E+05,3,2.5,1980,6608,2,0,0,3,8,1980,0,1994,0,98092,2150,7495,47.2642,-122.213,2014/8/8,2014,8,8
3092000030,20140808,2.70E+05,3,2.25,1470,16728,1,0,0,4,7,1350,120,1959,0,98168,1540,9000,47.4968,-122.302,2014/8/8,2014,8,8
2763710060,20140808,4.60E+05,4,1.75,2430,9747,1,0,0,3,8,1780,650,1974,0,98155,2340,10296,47.7687,-122.276,2014/8/8,2014,8,8
418000330,20140808,2.00E+05,2,1,700,5200,1,0,0,5,5,700,0,1952,0,98056,970,5200,47.4924,-122.174,2014/8/8,2014,8,8
9266701115,20140808,4.88E+05,2,1.5,1000,5125,1,0,0,3,7,1000,0,1942,1968,98103,1090,5100,47.6926,-122.347,2014/8/8,2014,8,8
1023089096,20140808,2.99E+05,3,1,1200,15843,1,0,2,3,7,1200,0,1955,0,98045,1410,15843,47.4991,-121.779,2014/8/8,2014,8,8
3586501085,20140808,6.30E+05,4,2.5,2290,26720,2,0,0,3,8,2290,0,1977,0,98177,2290,26720,47.7502,-122.374,2014/8/8,2014,8,8
9578050120,20140808,1.33E+06,4,2.5,4010,37076,2,0,0,4,12,4010,0,1990,0,98052,4280,35326,47.7139,-122.106,2014/8/8,2014,8,8
2310110120,20140808,3.65E+05,3,2.5,2190,5091,2,0,0,3,8,2190,0,2004,0,98038,2200,5948,47.3506,-122.039,2014/8/8,2014,8,8
1238501188,20140808,1.04E+06,4,2.5,2910,9131,2,0,0,3,10,2910,0,2014,0,98033,1880,11212,47.6826,-122.186,2014/8/8,2014,8,8
1036100130,20140808,4.42E+05,3,2.5,1980,39932,2,0,0,3,8,1980,0,1994,0,98011,2610,12769,47.7433,-122.196,2014/8/8,2014,8,8
9390700095,20140808,4.08E+05,2,1,770,2971,1,0,2,3,7,770,0,1923,0,98102,1440,4000,47.6358,-122.322,2014/8/8,2014,8,8
9158100040,20140808,4.01E+05,2,1,1400,8220,1,0,0,3,7,1400,0,1949,0,98133,1760,8220,47.7228,-122.357,2014/8/8,2014,8,8
9826701765,20140808,7.15E+05,3,1,1610,7680,1,0,0,3,6,900,710,1956,0,98122,1940,2880,47.6038,-122.303,2014/8/8,2014,8,8
5418500970,20140808,7.25E+05,4,2.25,2880,8882,2,0,0,4,8,2480,400,1965,0,98115,2460,9610,47.6999,-122.284,2014/8/8,2014,8,8
2887701970,20140808,4.25E+05,2,1,970,2700,1,0,0,4,7,770,200,1926,0,98115,1570,3348,47.6852,-122.312,2014/8/8,2014,8,8
2122049096,20140808,1.83E+05,2,1,1040,13920,1,0,0,3,6,1040,0,1973,0,98198,1100,7575,47.3756,-122.306,2014/8/8,2014,8,8
7812800215,20140808,2.35E+05,4,1,1500,6360,1.5,0,0,3,6,1500,0,1944,0,98178,1190,6360,47.4979,-122.24,2014/8/8,2014,8,8
6181500340,20140808,3.59E+05,4,2.5,2575,4725,2,0,0,3,8,2575,0,2011,0,98001,2575,5323,47.3058,-122.277,2014/8/8,2014,8,8
7852120030,20140808,7.23E+05,4,3.5,3510,9263,2,0,0,3,10,3510,0,2001,0,98065,3690,10417,47.5413,-121.877,2014/8/8,2014,8,8
7234601142,20140808,6.65E+05,3,2.25,1590,929,2,0,0,3,9,1060,530,2014,0,98122,1510,1193,47.6172,-122.31,2014/8/8,2014,8,8
2526069092,20140808,1.02E+06,4,3.75,4690,207141,2,0,0,3,10,4030,660,2007,0,98019,2890,200527,47.7072,-121.983,2014/8/8,2014,8,8
7967000150,20140808,3.54E+05,4,3,2050,4000,2,0,0,3,8,2050,0,2014,0,98001,2050,4000,47.3523,-122.275,2014/8/8,2014,8,8
3834500417,20140809,4.70E+05,3,3.25,1760,1778,3,0,0,3,8,1760,0,2008,0,98125,1520,1615,47.7201,-122.301,2014/8/9,2014,8,9
510003230,20140810,7.20E+05,3,2.5,1430,2200,1.5,0,0,4,7,1430,0,1910,0,98103,1740,4275,47.6601,-122.331,2014/8/10,2014,8,10
880000189,20140811,2.09E+05,3,2,1230,1340,2,0,0,3,7,1020,210,2003,0,98106,1260,1312,47.526,-122.361,2014/8/11,2014,8,11
7574910860,20140811,8.00E+05,4,2.5,2570,50308,1.5,0,0,3,10,2570,0,1993,0,98077,3420,37891,47.7418,-122.039,2014/8/11,2014,8,11
7978800621,20140811,2.29E+05,3,1,1370,56628,1,0,0,3,7,1370,0,1942,0,98003,1768,8702,47.3058,-122.306,2014/8/11,2014,8,11
4139420370,20140811,1.76E+06,4,5,6055,21630,1,0,3,4,12,3555,2500,1996,0,98006,4890,19223,47.5524,-122.112,2014/8/11,2014,8,11
3521049048,20140811,5.15E+05,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,2460,36256,47.2609,-122.27,2014/8/11,2014,8,11
1086100100,20140811,4.77E+05,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,98033,2010,8901,47.6615,-122.179,2014/8/11,2014,8,11
9201300020,20140811,1.52E+06,3,2.25,2610,9409,1,1,4,4,8,2610,0,1963,0,98075,2970,9156,47.5789,-122.076,2014/8/11,2014,8,11
1624079088,20140811,4.15E+05,3,2.75,3900,111514,2,0,0,3,6,3460,440,1967,2008,98024,2460,217800,47.5621,-121.924,2014/8/11,2014,8,11
3438500924,20140811,5.39E+05,5,3,3040,6604,2,0,0,3,9,3040,0,2005,0,98106,1650,6825,47.548,-122.356,2014/8/11,2014,8,11
7452500285,20140811,2.80E+05,2,1,720,5000,1,0,0,5,6,720,0,1951,0,98126,810,5000,47.5195,-122.374,2014/8/11,2014,8,11
9195700380,20140811,6.20E+05,4,2.25,1530,7845,1,0,0,4,7,1030,500,1981,0,98027,1710,7627,47.5589,-122.082,2014/8/11,2014,8,11
2722059075,20140811,4.55E+05,3,2.75,2720,31314,3,0,2,3,8,2720,0,1986,0,98042,2290,15188,47.3689,-122.163,2014/8/11,2014,8,11
9407001500,20140811,2.70E+05,3,1.75,1390,9000,1,0,0,4,7,1390,0,1978,0,98045,1400,9697,47.4469,-121.772,2014/8/11,2014,8,11
3918400123,20140811,6.40E+05,4,2.5,2460,9973,1,0,0,4,8,1560,900,1965,0,98177,1830,7200,47.7133,-122.361,2014/8/11,2014,8,11
4006000401,20140811,1.40E+05,2,1,900,6400,1,0,0,2,6,900,0,1940,0,98118,1350,6405,47.5287,-122.281,2014/8/11,2014,8,11
424049043,20140811,4.50E+05,9,7.5,4050,6504,2,0,0,3,7,4050,0,1996,0,98144,1448,3866,47.5923,-122.301,2014/8/11,2014,8,11
8945300090,20140811,2.06E+05,3,1,1490,8239,1,0,0,4,6,1490,0,1963,0,98023,1200,8470,47.306,-122.37,2014/8/11,2014,8,11
1523069096,20140811,4.60E+05,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,2060,77536,47.4846,-122.035,2014/8/11,2014,8,11
3623059101,20140811,4.20E+05,3,3,2700,47050,2,0,0,4,9,1570,1130,1986,0,98058,2260,45901,47.4446,-122.104,2014/8/11,2014,8,11
1588600110,20140811,4.50E+05,3,1,1290,5440,1,0,0,4,6,790,500,1929,0,98117,1220,5464,47.6951,-122.367,2014/8/11,2014,8,11
7852060370,20140811,3.55E+05,3,2.5,1590,4242,2,0,0,3,7,1590,0,2000,0,98065,1590,3702,47.5309,-121.876,2014/8/11,2014,8,11
869700140,20140811,2.92E+05,3,2.5,1560,2740,2,0,0,3,8,1560,0,1999,0,98059,1310,2698,47.4909,-122.154,2014/8/11,2014,8,11
8961970560,20140811,6.03E+05,4,2.5,2670,5895,2,0,0,3,8,2670,0,1999,0,98074,2820,6531,47.6066,-122.016,2014/8/11,2014,8,11
7695370160,20140811,5.11E+05,5,2.5,3361,6983,2,0,0,3,10,3361,0,2006,0,98092,3112,6920,47.3427,-122.169,2014/8/11,2014,8,11
3211100570,20140811,3.18E+05,4,2.5,2150,9000,1,0,0,4,7,1360,790,1979,0,98059,1620,8400,47.4785,-122.16,2014/8/11,2014,8,11
2220069196,20140811,2.54E+05,3,1,1220,20400,1,0,0,5,6,1220,0,1959,0,98022,1640,53578,47.2063,-122.023,2014/8/11,2014,8,11
3585220340,20140811,4.02E+05,4,1.75,1640,10500,1,0,0,4,7,1010,630,1968,0,98052,1680,7650,47.6933,-122.116,2014/8/11,2014,8,11
2561320120,20140811,3.66E+05,3,2,1350,10200,1,0,0,3,7,1350,0,1977,0,98074,1820,9600,47.6159,-122.05,2014/8/11,2014,8,11
1003400155,20140811,2.33E+05,3,1,1100,7657,1,0,0,3,7,1100,0,1955,0,98188,1300,8000,47.4374,-122.285,2014/8/11,2014,8,11
6372000155,20140811,6.40E+05,2,1.75,1780,4520,1,0,0,5,7,890,890,1925,0,98116,1560,4520,47.5798,-122.404,2014/8/11,2014,8,11
5318101075,20140811,9.60E+05,3,1.75,2460,4800,1,0,0,4,7,1230,1230,1938,0,98112,2860,4800,47.6343,-122.282,2014/8/11,2014,8,11
2025700790,20140811,2.91E+05,3,2.5,1670,6666,2,0,0,4,7,1670,0,1992,0,98038,1370,6170,47.3488,-122.033,2014/8/11,2014,8,11
7701960250,20140811,8.90E+05,4,2.75,3220,15467,2,0,0,3,11,3220,0,1994,0,98077,3670,16641,47.7128,-122.083,2014/8/11,2014,8,11
2112700280,20140811,2.95E+05,3,1.75,1440,4000,1,0,0,4,7,1050,390,1979,0,98106,1560,4000,47.5329,-122.354,2014/8/11,2014,8,11
1853500290,20140811,3.14E+05,4,2.5,1870,8449,2,0,0,3,8,1870,0,1992,0,98188,2160,8113,47.4435,-122.274,2014/8/11,2014,8,11
5454200080,20140811,9.68E+05,4,1.75,2630,9645,1,0,0,4,9,2630,0,1963,0,98040,2690,10439,47.5459,-122.228,2014/8/11,2014,8,11
7701930050,20140811,5.70E+05,3,2.5,3150,20189,2,0,0,3,10,3150,0,1990,0,98058,2920,20612,47.447,-122.088,2014/8/11,2014,8,11
322059095,20140811,2.70E+05,4,2.5,2060,13500,1,0,0,3,7,1260,800,1968,0,98042,1610,10714,47.4229,-122.153,2014/8/11,2014,8,11
8570900038,20140811,3.40E+05,3,2,1140,11620,1,0,0,3,7,1140,0,1994,0,98045,1140,8400,47.4991,-121.783,2014/8/11,2014,8,11
6058600385,20140811,3.90E+05,2,1,930,3100,1,0,0,3,6,930,0,1911,0,98144,1670,3800,47.5943,-122.302,2014/8/11,2014,8,11
2568200740,20140811,7.20E+05,5,2.75,2860,5379,2,0,0,3,9,2860,0,2005,0,98052,2980,6018,47.7082,-122.104,2014/8/11,2014,8,11
1778350150,20140811,8.39E+05,5,4,4280,11307,2,0,0,3,10,2710,1570,1996,0,98027,3080,11307,47.5503,-122.081,2014/8/11,2014,8,11
6613001241,20140811,1.42E+06,4,3,3110,4408,2.5,0,3,4,10,2510,600,1931,0,98105,3250,5669,47.6583,-122.27,2014/8/11,2014,8,11
7211400850,20140811,2.29E+05,3,1.5,1200,5000,1,0,0,3,6,1200,0,1979,0,98146,1440,2500,47.5122,-122.357,2014/8/11,2014,8,11
2397101460,20140811,8.85E+05,2,2,1313,3600,1,0,0,3,8,1313,0,1904,2012,98119,1080,3600,47.6369,-122.365,2014/8/11,2014,8,11
1722800835,20140811,2.53E+05,2,1,770,2191,1,0,0,3,6,770,0,1937,0,98108,940,5000,47.5512,-122.323,2014/8/11,2014,8,11
3943600070,20140811,4.00E+05,3,2.5,2393,4788,2,0,0,3,8,2393,0,2012,0,98055,2439,5477,47.4517,-122.204,2014/8/11,2014,8,11
3448000542,20140811,2.90E+05,2,1.5,1076,1060,3,0,0,3,7,1076,0,2006,0,98125,1076,1060,47.7167,-122.298,2014/8/11,2014,8,11
6666830170,20140811,7.79E+05,4,2.5,2490,5647,2,0,0,3,8,2490,0,2014,0,98052,2970,5450,47.7043,-122.114,2014/8/11,2014,8,11
518500480,20140811,3.00E+06,3,3.5,4410,10756,2,1,4,3,11,3430,980,2014,0,98056,3550,5634,47.5283,-122.205,2014/8/11,2014,8,11
1703400910,20140811,6.39E+05,3,2.5,2010,3300,2,0,0,3,9,1610,400,2014,0,98118,1660,4950,47.5573,-122.287,2014/8/11,2014,8,11
2617300160,20140812,4.20E+05,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,2110,36590,47.4582,-122.023,2014/8/12,2014,8,12
5469700570,20140812,4.70E+05,5,2.5,2970,24759,1,0,0,4,8,1670,1300,1969,0,98031,2100,21803,47.3908,-122.173,2014/8/12,2014,8,12
1865810060,20140812,2.68E+05,5,3.5,2390,6600,2,0,0,5,7,2390,0,1977,0,98042,1140,6600,47.3737,-122.115,2014/8/12,2014,8,12
8902500118,20140812,3.26E+05,3,2.5,1782,1577,3,0,0,3,7,1782,0,2000,0,98125,1550,1744,47.7114,-122.301,2014/8/12,2014,8,12
3904921070,20140812,5.90E+05,4,2.5,2340,8971,2,0,0,3,9,2340,0,1987,0,98029,2510,9219,47.5679,-122.011,2014/8/12,2014,8,12
9285800735,20140812,4.07E+05,2,1,1070,6100,1,0,0,3,6,1070,0,1940,0,98126,1770,5695,47.5698,-122.377,2014/8/12,2014,8,12
1720069006,20140812,4.74E+05,2,1,1050,403365,1,0,3,5,6,1050,0,1905,0,98022,1760,108900,47.2221,-122.059,2014/8/12,2014,8,12
104540820,20140812,2.21E+05,3,2.25,1430,5999,2,0,0,3,7,1430,0,1987,0,98023,1600,5999,47.3116,-122.358,2014/8/12,2014,8,12
2624089181,20140812,3.90E+05,4,2.75,1790,47250,1,0,0,3,7,1220,570,1987,0,98045,1250,43791,47.5302,-121.746,2014/8/12,2014,8,12
2946002140,20140812,2.79E+05,3,1.5,1780,16000,1,0,0,2,7,1240,540,1960,0,98198,1860,9775,47.419,-122.322,2014/8/12,2014,8,12
8656300080,20140812,2.65E+05,3,2,1850,16535,1,0,0,3,7,1850,0,1992,0,98014,1528,13295,47.6565,-121.912,2014/8/12,2014,8,12
9523102750,20140812,8.70E+05,3,1.5,2420,5000,2,0,0,4,8,2200,220,1925,0,98103,2070,5000,47.6744,-122.353,2014/8/12,2014,8,12
5411600210,20140812,8.10E+05,4,3.5,4170,4322,2,0,0,3,9,2940,1230,2005,0,98074,2970,4922,47.6136,-122.041,2014/8/12,2014,8,12
7788400180,20140812,2.61E+05,3,1,1660,11200,1,0,0,3,7,1660,0,1957,0,98056,1380,10875,47.5121,-122.168,2014/8/12,2014,8,12
2658000215,20140812,2.07E+05,2,1,820,4860,1,0,0,5,6,820,0,1955,0,98118,1240,6000,47.5298,-122.271,2014/8/12,2014,8,12
2310100230,20140812,3.80E+05,4,2.5,2300,7707,2,0,0,3,8,2300,0,2004,0,98038,2320,6035,47.3497,-122.044,2014/8/12,2014,8,12
8122100835,20140812,1.83E+05,2,1,670,5140,1,0,0,3,6,670,0,1926,0,98126,850,5140,47.5387,-122.371,2014/8/12,2014,8,12
3395300180,20140812,5.35E+05,3,2.25,2130,12286,2,0,0,3,8,2130,0,1977,0,98052,2130,10158,47.6471,-122.114,2014/8/12,2014,8,12
369000690,20140812,4.04E+05,4,1,1060,5750,1,0,0,3,6,950,110,1904,0,98199,1790,5857,47.6562,-122.389,2014/8/12,2014,8,12
8731982250,20140812,2.69E+05,4,1.75,1670,8000,1,0,0,4,8,1670,0,1974,0,98023,1720,8000,47.3193,-122.383,2014/8/12,2014,8,12
7349400610,20140812,3.05E+05,4,2.25,2050,12581,2,0,0,4,7,2050,0,1978,0,98002,1620,7400,47.3215,-122.204,2014/8/12,2014,8,12
7982600030,20140812,2.19E+05,3,1.5,1200,12000,1,0,0,3,7,1200,0,1986,0,98001,1200,9405,47.268,-122.245,2014/8/12,2014,8,12
1657300070,20140812,4.65E+05,4,2.25,3360,10810,2,0,0,4,9,3360,0,1988,0,98092,2590,10810,47.3316,-122.203,2014/8/12,2014,8,12
200800200,20140812,5.95E+05,4,2.25,2050,8372,2,0,0,4,8,2050,0,1984,0,98052,2010,8037,47.7234,-122.107,2014/8/12,2014,8,12
9407001620,20140812,2.80E+05,3,2.5,1370,22326,2,0,0,3,7,1370,0,1993,0,98045,1580,10920,47.4469,-121.775,2014/8/12,2014,8,12
7434500127,20140812,5.27E+05,3,2.25,2240,6450,1,0,0,3,7,1440,800,1979,0,98125,1390,6450,47.7034,-122.315,2014/8/12,2014,8,12
7399200510,20140812,3.83E+05,4,2.5,2370,10580,2,0,0,3,8,2370,0,1966,0,98055,1590,8584,47.464,-122.192,2014/8/12,2014,8,12
1926059094,20140812,3.30E+05,3,1.75,1340,10276,1,0,0,4,7,1340,0,1961,0,98034,2950,7987,47.7207,-122.222,2014/8/12,2014,8,12
1775950030,20140812,3.75E+05,4,1.75,1940,15909,1,0,0,3,8,970,970,1974,0,98072,1940,15120,47.7578,-122.094,2014/8/12,2014,8,12
1624049275,20140812,3.27E+05,4,2.5,1630,5361,2,0,0,3,7,1630,0,1999,0,98144,1920,5046,47.5704,-122.294,2014/8/12,2014,8,12
6817800330,20140812,4.05E+05,2,1,1090,10481,1,0,0,2,7,780,310,1981,0,98074,1160,10533,47.632,-122.03,2014/8/12,2014,8,12
2634500085,20140812,2.41E+05,3,1,1100,8138,1,0,0,3,7,1100,0,1949,0,98155,1440,8131,47.7393,-122.325,2014/8/12,2014,8,12
6649500040,20140812,2.55E+05,3,1,1250,9472,1,0,0,4,6,1250,0,1972,0,98059,1590,9600,47.495,-122.154,2014/8/12,2014,8,12
8563000250,20140812,5.23E+05,3,1.75,1710,9707,1,0,0,4,8,1710,0,1966,0,98008,1820,8700,47.623,-122.105,2014/8/12,2014,8,12
9513900050,20140812,2.37E+05,3,2,1210,6634,1,0,0,4,7,1210,0,1985,0,98031,1560,7200,47.4097,-122.193,2014/8/12,2014,8,12
1524800005,20140812,3.25E+05,2,1,1400,10800,1,0,0,4,7,1400,0,1974,0,98011,1560,11280,47.7726,-122.21,2014/8/12,2014,8,12
